id,factory_id,ma_tai_lieu,ten_tai_lieu,loai_tai_lieu,phong_ban,cap_tl,chon_quy_trinh,loai_vb,lan_ban_hanh,trang_thai,soan_thao,xem_xet,phe_duyet,soan_thao_user_id,xem_xet_user_id,phe_duyet_user_id,file_goc_url,file_soat_xet_url,file_signed_pdf_url,ky_soan_thao_at,ky_xem_xet_at,ky_phe_duyet_at,ma_tai_lieu_moi,ngay_hieu_luc,ngay_het_hieu_luc,qr_url,ghi_chu,created_by,created_at,updated_at,phan_loai_tl,soan_thao_placement,xem_xet_placement,phe_duyet_placement
8e73bbe1-8aff-4f64-b422-33c55fccd122,0268ab41-a564-4538-acf1-6297ac372f57,NMCB-QT02,Quy trình kiểm soát sự không phù hợp,QT,NMCB,Cấp 1,Soạn thảo,Thường,1,co_hieu_luc,Nguyễn Hữu Thọ,,,a23eab55-7539-4924-906c-d8c457937c81,a8a2f678-844b-4fb6-baf8-9823cc364148,c2394bf7-257d-4b5f-8e79-b8861502e916,https://kaoeenrewvltnrbxmjfe.supabase.co/storage/v1/object/public/iso-documents/0268ab41-a564-4538-acf1-6297ac372f57/iso/1779680311466_NMCB-QT02_Quy_tinh_kiem_soat_san_pham_khong_phu_hop.pdf,,,2026-05-25 03:39:21.598+00,2026-05-25 03:40:15.83+00,2026-05-25 03:41:32.142+00,,2026-05-25 03:41:32.142+00,,,,a23eab55-7539-4924-906c-d8c457937c81,2026-05-25 03:39:00.286733+00,2026-05-25 03:41:31.494822+00,cha,"{""x"": 76, ""y"": 168.34666666666658, ""page"": 1, ""width"": 145.33333333333334, ""height"": 60}","{""x"": 244.66666666666666, ""y"": 171.67999999999998, ""page"": 1, ""width"": 144, ""height"": 57.333333333333336}","{""x"": 402, ""y"": 170.3466666666666, ""page"": 1, ""width"": 164.66666666666666, ""height"": 61.333333333333336}"
