key_lo;ma_lo;nam_trong;diem_giao_nhan;lat_long;chung_nhan;doi;dien_tich;giong_cao_su;polygon;phien_a;phien_b;phien_c;phien_d
id001;A1;2010;N;12.637279, 105.478175;PEFC CS;1;21,4;PB 260;12.635036,105.476119 12.635023,105.480115 12.635338,105.480084 12.635608,105.480099 12.635842,105.480114 12.636004,105.480166 12.636251,105.480231 12.636392,105.480139 12.636598,105.480137 12.636842,105.480115 12.637113,105.480104 12.637336,105.480116 12.637573,105.480154 12.637685,105.480165 12.637862,105.480027 12.63797,105.480017 12.638066,105.480022 12.638149,105.479992 12.638302,105.479978 12.638414,105.479994 12.638513,105.479983 12.63857,105.479969 12.638592,105.479926 12.638676,105.479908 12.638792,105.479905 12.638919,105.479913 12.639104,105.479928 12.639137,105.479967 12.639205,105.479979 12.63929,105.479949 12.639387,105.479959 12.639464,105.479985 12.639532,105.480021 12.639535,105.476131 12.635036,105.476119;0;0;0;0
id002;A10;2010;N;12.637212, 105.518874;PEFC CS;2;26,82;PB 260;12.634969,105.516317 12.634926,105.520809 12.634965,105.521039 12.635039,105.521207 12.635158,105.52131 12.635297,105.521329 12.6354,105.521328 12.635412,105.521238 12.635464,105.521226 12.635625,105.521242 12.635766,105.521251 12.635965,105.521284 12.636088,105.521212 12.636092,105.521212 12.636244,105.521232 12.636403,105.521289 12.636561,105.521309 12.636769,105.521295 12.636936,105.521359 12.637158,105.521431 12.637256,105.521413 12.63728,105.5214 12.637467,105.521407 12.637631,105.521364 12.637805,105.5214 12.63798,105.521383 12.638081,105.521397 12.638233,105.521381 12.638441,105.521395 12.638584,105.521378 12.638592,105.52137 12.638609,105.521372 12.638795,105.521399 12.638924,105.521343 12.639043,105.521314 12.639193,105.521158 12.639326,105.521099 12.639331,105.521078 12.639493,105.520864 12.639498,105.516344 12.634969,105.516317;0;0;0;0
id003;A11;2010;N;12.637225, 105.524041;PEFC CS;5;13,74;PB 260;12.638859,105.523106 12.63858,105.523079 12.638308,105.523073 12.637945,105.523019 12.637658,105.523003 12.637538,105.522928 12.637256,105.522799 12.63708,105.522711 12.636865,105.522674 12.636725,105.522653 12.636507,105.522689 12.636392,105.522725 12.636227,105.522735 12.63608,105.522765 12.635968,105.522749 12.635853,105.522651 12.635621,105.522639 12.635428,105.5226 12.635225,105.5226 12.635101,105.522623 12.634967,105.52261 12.63496,105.525464 12.63921,105.525483 12.639489,105.525481 12.63949,105.524183 12.63949,105.523975 12.639491,105.523121 12.638859,105.523106;0;0;0;0
id004;A12;2010;N;12.637223, 105.527809;PEFC CS;5;24,2;PB 260;12.634962,105.525545 12.634957,105.530074 12.639484,105.530073 12.639489,105.525581 12.634962,105.525545;0;0;0;0
id005;A13;2011;N;12.637183, 105.532463;PEFC CS;5;24,2;Poly;12.634947,105.530173 12.634882,105.534754 12.639479,105.534718 12.639484,105.53021 12.634947,105.530173;0;0;0;0
id006;A14;2011;N;12.637174, 105.537077;PEFC CS;5;24,2;GT 1;12.634878,105.534818 12.634869,105.53932 12.639475,105.539336 12.639479,105.534832 12.634878,105.534818;0;0;0;0
id007;A15;2011;N;12.637171, 105.541689;PEFC CS;5;24,2;PB 260;12.634868,105.539426 12.634895,105.543951 12.63947,105.543936 12.639475,105.539442 12.634868,105.539426;0;0;0;0
id008;A16;2011;N;12.637179, 105.546308;PEFC CS;5;24,2;RRIC 121;12.634893,105.544032 12.634888,105.548539 12.635296,105.548542 12.635214,105.548344 12.635156,105.547763 12.635416,105.547447 12.635479,105.547241 12.635531,105.546999 12.63576,105.546776 12.635837,105.546527 12.635958,105.54631 12.63604,105.546124 12.636051,105.545828 12.63617,105.545719 12.636188,105.545465 12.636211,105.54515 12.636331,105.545136 12.636381,105.545248 12.636347,105.545471 12.636316,105.545827 12.636272,105.546051 12.636342,105.546203 12.636319,105.546335 12.636118,105.546495 12.636083,105.546763 12.635994,105.54688 12.635905,105.547062 12.635903,105.547268 12.63589,105.547434 12.635814,105.547488 12.635719,105.547468 12.635571,105.547634 12.635493,105.547837 12.635499,105.54819 12.635574,105.548532 12.638227,105.548559 12.638609,105.548568 12.63922,105.54859 12.639465,105.548586 12.639465,105.548586 12.63947,105.544027 12.634893,105.544032;0;0;0;0
id009;A17;2011;N;12.637521, 105.549912;PEFC CS;5;17,26;RRIC 121;12.63565,105.548641 12.635693,105.548792 12.635798,105.549184 12.635898,105.549527 12.636055,105.549916 12.636212,105.550202 12.636506,105.550441 12.636684,105.550648 12.636914,105.550813 12.63697,105.551016 12.637243,105.551096 12.637447,105.55108 12.637566,105.551094 12.637684,105.551194 12.63781,105.551158 12.637911,105.551049 12.637947,105.550821 12.63801,105.550595 12.638044,105.550524 12.638204,105.550418 12.638243,105.550173 12.638353,105.550002 12.638489,105.549877 12.638702,105.54968 12.638977,105.549574 12.639288,105.549486 12.639392,105.549451 12.639393,105.548688 12.635649,105.548631 12.63565,105.548641;0;0;0;0
id010;A18;2011;N;12.638275, 105.55552;PEFC CS;5;13,05;RRIV 124;12.637652,105.553332 12.637639,105.553416 12.637628,105.553515 12.637634,105.553611 12.637667,105.553669 12.637633,105.55375 12.637579,105.553823 12.637563,105.553904 12.637483,105.553926 12.63745,105.554039 12.63744,105.554145 12.637451,105.554283 12.637387,105.554367 12.63733,105.554507 12.637303,105.554608 12.637279,105.554735 12.637289,105.554898 12.637309,105.555034 12.637335,105.555196 12.637405,105.555264 12.637429,105.555347 12.63739,105.555462 12.637311,105.555578 12.63723,105.555696 12.637195,105.555808 12.637163,105.555963 12.637197,105.55616 12.63721,105.556323 12.637223,105.556506 12.637254,105.556634 12.637255,105.556768 12.637251,105.556943 12.637328,105.557063 12.637309,105.557242 12.637209,105.557408 12.637237,105.557525 12.637261,105.557647 12.637302,105.557678 12.637492,105.557778 12.637492,105.557778 12.637492,105.557778 12.637492,105.557778 12.639356,105.557784 12.639356,105.557784 12.639356,105.557784 12.639356,105.557784 12.639384,105.557785 12.639388,105.55326 12.637643,105.553255 12.637652,105.553332;0;0;0;0
id011;A2;2010;N;12.63727, 105.482221;PEFC CS;1;18,7;PB 260;12.639381,105.480688 12.639272,105.480717 12.639099,105.480711 12.638945,105.480665 12.638801,105.48056 12.638687,105.4805 12.638615,105.480464 12.638531,105.480474 12.638413,105.480514 12.638281,105.480474 12.638086,105.480446 12.637978,105.480458 12.63784,105.480493 12.63771,105.480503 12.63751,105.480595 12.637369,105.480686 12.63719,105.480728 12.63691,105.480639 12.636629,105.480602 12.636467,105.480647 12.636359,105.480679 12.636276,105.480691 12.636209,105.480678 12.636167,105.480585 12.63612,105.480539 12.636,105.480539 12.635827,105.480556 12.635632,105.480529 12.635449,105.480502 12.635393,105.48045 12.635281,105.480455 12.635186,105.480442 12.635075,105.480438 12.635021,105.480418 12.635008,105.484005 12.639529,105.484024 12.639532,105.480832 12.639467,105.48064 12.639381,105.480688;0;0;0;0
id012;A3;2010;N;12.637266, 105.486336;PEFC CS;2;23;RRIV 4;12.635016,105.485843 12.635064,105.485864 12.635104,105.485917 12.635177,105.485984 12.635235,105.486049 12.635305,105.486136 12.635352,105.486212 12.635438,105.48626 12.635519,105.486333 12.635565,105.486318 12.635637,105.486355 12.635673,105.486422 12.635659,105.486555 12.635676,105.486654 12.635666,105.486742 12.635694,105.486729 12.635731,105.486724 12.635805,105.486774 12.635859,105.486877 12.635894,105.48702 12.635903,105.487147 12.6359,105.487237 12.635918,105.487332 12.635932,105.487455 12.635933,105.487564 12.635916,105.487617 12.63587,105.487644 12.635809,105.487649 12.635725,105.487602 12.635636,105.487563 12.635555,105.487551 12.635479,105.487561 12.635391,105.487599 12.635358,105.487667 12.635252,105.487645 12.635161,105.487512 12.635055,105.487386 12.635051,105.488583 12.639525,105.488591 12.639529,105.484117 12.635007,105.484082 12.635004,105.485803 12.635016,105.485843;0;0;0;0
id013;A4;2010;N;12.637276, 105.490959;PEFC CS;2;24,2;PB 260;12.635053,105.488646 12.635028,105.493251 12.639521,105.493272 12.639525,105.488667 12.635053,105.488646;0;0;0;0
id014;A5;2010;N;12.637267, 105.495543;PEFC CS;2;24,2;PB 260;12.635025,105.493307 12.635014,105.497779 12.639517,105.497777 12.639521,105.49332 12.635025,105.493307;0;0;0;0
id015;A6;2010;N;12.637253, 105.500128;PEFC CS;2;24,2;PB 260;12.635017,105.497849 12.634989,105.502399 12.639512,105.502406 12.639517,105.497871 12.635017,105.497849;0;0;0;0
id016;A7;2010;N;12.637242, 105.504061;PEFC CS;2;10,71;RRIV 4;12.636528,105.502503 12.634991,105.502482 12.634973,105.505641 12.635927,105.505202 12.636303,105.505061 12.636499,105.504951 12.636579,105.504745 12.63679,105.504749 12.636998,105.504724 12.637163,105.504641 12.637285,105.504485 12.637479,105.504425 12.637774,105.504232 12.637943,105.504134 12.638152,105.504022 12.638316,105.503989 12.6385,105.503956 12.63851,105.50384 12.638583,105.503762 12.638698,105.503696 12.638871,105.503625 12.638967,105.503569 12.639074,105.503457 12.63913,105.503268 12.639176,105.503112 12.639208,105.50299 12.639332,105.502886 12.639512,105.502503 12.636528,105.502503;0;0;0;0
id017;A8;2010;N;12.637238, 105.50959;PEFC CS;2;20,25;RRIV 4;12.638941,105.508209 12.638464,105.50812 12.637882,105.507963 12.637425,105.507863 12.637024,105.507838 12.636672,105.507778 12.636534,105.507786 12.636121,105.507706 12.635887,105.507753 12.635672,105.507697 12.635483,105.507635 12.635331,105.507525 12.635216,105.507565 12.635098,105.507631 12.634973,105.507548 12.63497,105.511656 12.639503,105.511654 12.639506,105.508363 12.639128,105.508333 12.638941,105.508209;0;0;0;0
id018;A9;2010;N;12.637238, 105.514001;PEFC CS;2;24,2;RRIV 4;12.63497,105.511725 12.63497,105.516259 12.639498,105.516276 12.639505,105.511734 12.63497,105.511725;0;0;0;0
id019;B1;2010;N;12.632751, 105.478104;PEFC CS;1;13,45;PB 260;12.630534,105.476107 12.63059,105.476181 12.630685,105.476348 12.630747,105.476521 12.63088,105.476829 12.630933,105.476948 12.631025,105.477042 12.631669,105.477779 12.631723,105.4778 12.631772,105.477889 12.631882,105.477962 12.63205,105.478138 12.632264,105.478289 12.632353,105.478411 12.632484,105.478491 12.632644,105.478691 12.632792,105.478854 12.632912,105.478887 12.633065,105.478958 12.633223,105.479128 12.63333,105.479177 12.633472,105.479209 12.63361,105.479247 12.633704,105.479356 12.63379,105.479449 12.633858,105.479564 12.633924,105.479637 12.634001,105.479745 12.634041,105.479853 12.634166,105.479967 12.634242,105.480023 12.634358,105.479963 12.634432,105.479981 12.634509,105.480035 12.634731,105.480055 12.634716,105.480054 12.634705,105.480055 12.634691,105.48006 12.634754,105.480054 12.634863,105.480082 12.634969,105.480102 12.634967,105.476119 12.630534,105.476107;0;0;0;0
id020;B10;2010;N;12.632679, 105.518677;PEFC CS;2;24,16;PB 260;12.634869,105.520692 12.634909,105.51632 12.630449,105.516294 12.63045,105.52054 12.630561,105.520605 12.630558,105.520764 12.630647,105.520851 12.630773,105.520859 12.630803,105.520818 12.630946,105.520958 12.631102,105.521022 12.631112,105.521024 12.631456,105.521061 12.631569,105.520911 12.631837,105.520964 12.632004,105.520916 12.632266,105.52086 12.632272,105.520861 12.632539,105.520871 12.632571,105.520874 12.632792,105.520915 12.632984,105.52092 12.633291,105.520833 12.633482,105.520787 12.633753,105.520802 12.634081,105.520825 12.634462,105.52077 12.634674,105.520774 12.634869,105.520692;0;0;0;0
id021;B11;2010;N;12.632672, 105.523859;PEFC CS;5;15,84;PB 260;12.634884,105.525462 12.634894,105.522664 12.634779,105.522553 12.634641,105.522513 12.634459,105.52247 12.634278,105.522535 12.634105,105.522505 12.633908,105.522575 12.633658,105.522603 12.633325,105.522611 12.632878,105.522533 12.632596,105.522441 12.632252,105.522425 12.632021,105.522368 12.631667,105.522326 12.631476,105.522328 12.631152,105.522358 12.631008,105.522363 12.630777,105.522356 12.630557,105.522314 12.630451,105.522256 12.630467,105.522414 12.630452,105.525438 12.634884,105.525462;0;0;0;0
id022;B12;2010;N;12.63266, 105.52779;PEFC CS;5;24,2;PB 260;12.630451,105.525503 12.630436,105.530077 12.634862,105.530069 12.634885,105.525542 12.630451,105.525503;0;0;0;0
id023;B13;2011;N;12.632623, 105.532451;PEFC CS;5;24,2;RRIV 115;12.63044,105.530149 12.630387,105.534691 12.634824,105.534752 12.634859,105.530173 12.63044,105.530149;0;0;0;0
id024;B14;2011;N;12.632603, 105.537052;PEFC CS;5;24,2;RRIV 5;12.630384,105.534785 12.630387,105.5393 12.63478,105.539319 12.634823,105.534814 12.630384,105.534785;0;0;0;0
id025;B15;2011;N;12.632603, 105.541668;PEFC CS;5;24,2;RRIV 106;12.630384,105.539388 12.630407,105.543949 12.634823,105.543949 12.634777,105.539428 12.630384,105.539388;0;0;0;0
id026;B16;2011;N;12.63258, 105.546289;PEFC CS;5;24,2;RRIV 104;12.630395,105.544027 12.630341,105.548552 12.634812,105.548546 12.634819,105.54403 12.630395,105.544027;0;0;0;0
id027;B17;2011;N;12.632571, 105.550897;PEFC CS;5;24,2;PB 260;12.630344,105.54863 12.630387,105.553153 12.634794,105.553166 12.634798,105.548627 12.630344,105.54863;0;0;0;0
id028;B18;2011;N;12.632606, 105.5555;PEFC CS;5;24,2;PB 260;12.630388,105.553231 12.630395,105.557757 12.634822,105.55777 12.634825,105.557744 12.634796,105.553255 12.630388,105.553231;0;0;0;0
id029;B2;2010;N;12.632302, 105.481394;PEFC CS;1;20;PB 260;12.63061,105.478766 12.630536,105.478871 12.630516,105.478935 12.630505,105.479438 12.630516,105.483983 12.633861,105.484022 12.633861,105.48402 12.633781,105.483893 12.633711,105.483731 12.633746,105.483631 12.633793,105.483549 12.63379,105.483456 12.633804,105.483303 12.633804,105.483159 12.633825,105.483105 12.633847,105.482946 12.633869,105.482516 12.633849,105.482137 12.633852,105.481813 12.633789,105.481492 12.63373,105.48127 12.633732,105.481127 12.633699,105.481026 12.633704,105.480889 12.63379,105.480783 12.633863,105.480664 12.633926,105.480587 12.634028,105.48058 12.6341,105.48055 12.634084,105.480417 12.634015,105.480349 12.633908,105.480201 12.633841,105.480069 12.633739,105.479919 12.633645,105.479819 12.633547,105.479738 12.633445,105.479624 12.63336,105.479592 12.633225,105.479585 12.63315,105.479664 12.633031,105.479585 12.632985,105.479508 12.632922,105.479418 12.632851,105.479408 12.632737,105.479323 12.63271,105.479224 12.632628,105.47921 12.632538,105.479238 12.632485,105.479331 12.632486,105.479475 12.632493,105.479618 12.632524,105.479723 12.632586,105.479819 12.632628,105.479912 12.63267,105.48 12.632746,105.480053 12.632889,105.480089 12.633043,105.480124 12.63307,105.480235 12.633125,105.480367 12.633218,105.480423 12.633362,105.480434 12.633478,105.480495 12.633557,105.480548 12.633595,105.480711 12.633651,105.480767 12.63362,105.480827 12.633536,105.480891 12.633488,105.480864 12.633402,105.480845 12.633273,105.48084 12.633144,105.480767 12.632948,105.480643 12.632871,105.48057 12.632836,105.480478 12.632714,105.480505 12.632623,105.480463 12.63254,105.480393 12.632429,105.480234 12.632366,105.480107 12.632344,105.480082 12.632239,105.479924 12.632121,105.47981 12.631892,105.479734 12.631719,105.479616 12.631573,105.479493 12.631475,105.479395 12.631351,105.479349 12.631233,105.47923 12.63109,105.479085 12.630893,105.478921 12.630782,105.478842 12.63072,105.478786 12.63061,105.478766;0;0;0;0
id030;B3;2010;N;12.632748, 105.486327;PEFC CS;1;22,35;PB 260;12.633934,105.48411 12.633891,105.484111 12.630506,105.484072 12.630504,105.488578 12.634992,105.488583 12.634992,105.487268 12.634841,105.487074 12.634651,105.486832 12.634488,105.486614 12.634416,105.486285 12.634328,105.485823 12.634261,105.485467 12.6342,105.485005 12.63412,105.484626 12.634061,105.484236 12.633983,105.484159 12.633934,105.48411;0;0;0;0
id031;B4;2009;N;12.632748, 105.490953;PEFC CS;2;24,2;PB 260;12.630505,105.488643 12.630507,105.493263 12.634965,105.493253 12.634991,105.488647 12.630505,105.488643;0;0;0;0
id032;B5;2010;Y;12.632736, 105.495549;PEFC CS;2;24,2;PB 260;12.630515,105.493347 12.63051,105.49779 12.634948,105.497777 12.634962,105.493308 12.630515,105.493347;A3,A4,A5,A6,A7,B4,B5,B6,B7,C4,C5D,C5T,D4,D5D,D5T,E4,E5;B4,C4,D4,E4;E5,D5D,C5D,C5T;A3,A4,A5
id033;B6;2010;N;12.632711, 105.500125;PEFC CS;2;24,2;PB 260;12.630499,105.497858 12.630475,105.502395 12.63491,105.502401 12.634947,105.497849 12.630499,105.497858;0;0;0;0
id034;B7;2010;N;12.632677, 105.504853;PEFC CS;2;21,07;PB 260;12.630474,105.502454 12.630442,105.507066 12.630443,105.507111 12.630543,105.507253 12.630921,105.507163 12.631154,105.506996 12.631162,105.506996 12.631494,105.506862 12.631634,105.506884 12.631749,105.506729 12.631933,105.506613 12.632207,105.50652 12.632467,105.506496 12.632747,105.506296 12.633,105.506284 12.633251,105.506231 12.633532,105.506113 12.633763,105.505947 12.633945,105.505889 12.633992,105.505759 12.634029,105.50553 12.633862,105.50537 12.633816,105.505273 12.633908,105.505244 12.634186,105.505336 12.634256,105.505527 12.634335,105.505801 12.634889,105.505689 12.634913,105.502483 12.630474,105.502454;0;0;0;0
id035;B8;2010;N;12.632675, 105.509576;PEFC CS;2;20,73;PB 260;12.634215,105.507644 12.633621,105.507758 12.632664,105.507926 12.63244,105.50805 12.632329,105.508137 12.632171,105.508291 12.631835,105.508401 12.631516,105.50847 12.631231,105.508599 12.630946,105.508646 12.630564,105.508734 12.630452,105.508864 12.63045,105.511642 12.634901,105.511657 12.634892,105.50754 12.634634,105.507495 12.634215,105.507644;0;0;0;0
id036;B9;2010;N;12.632681, 105.513988;PEFC CS;2;24,2;RRIV 4;12.63045,105.511719 12.630448,105.516231 12.634914,105.516258 12.634904,105.511724 12.63045,105.511719;0;0;0;0
id037;C1;2009;N;12.627722, 105.477758;PEFC CS;1;14,4;PB 260;12.62942,105.476104 12.626014,105.476094 12.626008,105.479421 12.628903,105.47941 12.628914,105.479394 12.629023,105.479312 12.629053,105.479194 12.629119,105.479088 12.629176,105.478979 12.62921,105.478867 12.629197,105.478697 12.629215,105.478551 12.629258,105.478468 12.629402,105.478401 12.629436,105.478195 12.62942,105.476104;0;0;0;0
id038;C10;2010;N;12.628158, 105.518476;PEFC CS;2;21;PB 260;12.625925,105.516329 12.625928,105.52033 12.625987,105.520293 12.626064,105.520279 12.626173,105.520287 12.626176,105.520287 12.626282,105.520263 12.62638,105.520328 12.626452,105.520415 12.626452,105.520418 12.626533,105.520446 12.626544,105.520453 12.626656,105.520513 12.626695,105.520599 12.626762,105.520638 12.626807,105.520591 12.627064,105.520517 12.627278,105.520475 12.627445,105.52047 12.62746,105.52047 12.627636,105.520509 12.627741,105.520536 12.627943,105.520525 12.627959,105.520525 12.628111,105.520536 12.628328,105.520532 12.628468,105.520528 12.628612,105.520539 12.628827,105.520554 12.62883,105.520554 12.629021,105.520588 12.629126,105.520601 12.629139,105.520598 12.62932,105.520637 12.629517,105.52065 12.629684,105.520649 12.629818,105.52066 12.630018,105.520638 12.630166,105.520569 12.630187,105.520567 12.630273,105.520608 12.630377,105.520656 12.630384,105.520215 12.630392,105.516292 12.625925,105.516329;0;0;0;0
id039;C11;2010;N;12.628166, 105.523228;PEFC CS;5;19,29;PB 260;12.630272,105.522102 12.630152,105.522023 12.629923,105.521979 12.629619,105.521988 12.629605,105.521984 12.629321,105.521938 12.629075,105.521906 12.628859,105.521832 12.628575,105.521884 12.628201,105.521712 12.627777,105.521616 12.627397,105.521543 12.627111,105.521528 12.627083,105.521526 12.626771,105.521503 12.626584,105.521565 12.626514,105.521695 12.626513,105.521711 12.626506,105.521938 12.626469,105.52211 12.626469,105.52246 12.626522,105.522695 12.626489,105.522866 12.626502,105.523145 12.626453,105.523183 12.626398,105.523154 12.626363,105.522967 12.626213,105.522885 12.62615,105.52263 12.62612,105.522305 12.626081,105.522022 12.626081,105.521606 12.626082,105.521593 12.626005,105.52127 12.625933,105.521014 12.625943,105.525421 12.630386,105.525443 12.6304,105.522582 12.63039,105.52239 12.630377,105.522314 12.630348,105.52226 12.630272,105.522102;0;0;0;0
id040;C12;2010;N;12.628154, 105.527789;PEFC CS;5;24,2;PB 260;12.625933,105.525505 12.625921,105.530079 12.630355,105.530077 12.630388,105.5255 12.625933,105.525505;0;0;0;0
id041;C13;2011;N;12.62813, 105.53242;PEFC CS;5;24,2;RRIV 124;12.625918,105.530151 12.625901,105.534691 12.630299,105.534686 12.630359,105.530149 12.625918,105.530151;0;0;0;0
id042;C14;2011;N;12.628089, 105.537047;PEFC CS;5;24,2;RRIV 5;12.625896,105.534781 12.625884,105.539313 12.630292,105.539301 12.630295,105.534783 12.625896,105.534781;0;0;0;0
id043;C15D;2011;N;12.628408, 105.541662;PEFC CS;5;15,83;RRIC 121;12.629923,105.539387 12.629884,105.539415 12.629775,105.539475 12.629562,105.539595 12.62954,105.539605 12.629232,105.539642 12.629227,105.539642 12.628978,105.53965 12.62883,105.539736 12.628596,105.539872 12.628585,105.539962 12.628386,105.540045 12.628235,105.540126 12.628214,105.540324 12.628259,105.540512 12.628514,105.540594 12.628476,105.540744 12.628244,105.540859 12.628233,105.540868 12.627863,105.540929 12.627639,105.541087 12.627295,105.541248 12.627151,105.541441 12.627013,105.541875 12.626908,105.542186 12.626914,105.542677 12.626906,105.542968 12.627066,105.543241 12.626799,105.5434 12.626566,105.543579 12.626494,105.543928 12.630322,105.543941 12.630284,105.539382 12.629923,105.539387;0;0;0;0
id044;C15T;2011;N;12.627042, 105.53982;PEFC CS;5;3,57;RRIC 121;12.62588,105.539393 12.625814,105.542361 12.625814,105.542464 12.625923,105.542361 12.626036,105.542069 12.626097,105.54175 12.626208,105.541485 12.62628,105.541209 12.626333,105.541003 12.626347,105.540985 12.626464,105.540863 12.626485,105.540859 12.626704,105.540839 12.626768,105.54065 12.626947,105.540365 12.627168,105.540099 12.627176,105.540099 12.627514,105.539975 12.627905,105.539832 12.628075,105.539677 12.628096,105.539677 12.628209,105.539557 12.628271,105.539386 12.62588,105.539393;0;0;0;0
id045;C16;2011;Y;12.628052, 105.54629;PEFC CS;5;23,72;RRIV 1;12.626362,105.544185 12.626328,105.544347 12.626248,105.544553 12.626155,105.544718 12.625987,105.54479 12.625988,105.544918 12.625799,105.545305 12.625787,105.548561 12.630275,105.548567 12.630318,105.544022 12.626431,105.544014 12.626362,105.544185;A14,A15,A16,A17,A18,B14,B15,B16,B17,B18,C14,C15D,C15T,C16,C17,C18;A14,B15,B14,C14;A15,A16,A17,A18;B18,B17,C17,C18
id046;C17;2011;Y;12.628048, 105.550884;PEFC CS;5;24,2;RRIV 124;12.625791,105.54862 12.625791,105.553143 12.630305,105.553149 12.630272,105.548652 12.625791,105.54862;A14,A15,A16,A17,A18,B14,B15,B16,B17,B18,C14,C15D,C15T,C16,C17,C18;A14,B15,B14,C14;A15,A16,A17,A18;B18,B17,C17,C18
id047;C18;2011;N;12.628046, 105.555479;PEFC CS;5;24,2;RRIV 124;12.625789,105.553215 12.625794,105.557744 12.630293,105.557743 12.630293,105.557743 12.630303,105.553231 12.625789,105.553215;0;0;0;0
id048;C2;2009;N;12.628201, 105.481744;PEFC CS;1;24,2;PB 260;12.626004,105.479488 12.625963,105.484018 12.630427,105.483987 12.630438,105.47947 12.626004,105.479488;0;0;0;0
id049;C3;2009;N;12.628202, 105.486339;PEFC CS;1;24,2;PB 260;12.625961,105.484072 12.625971,105.488607 12.630442,105.48858 12.630426,105.484074 12.625961,105.484072;0;0;0;0
id050;C4;2009;N;12.628204, 105.490958;PEFC CS;2;24,2;PB 260;12.625969,105.488668 12.625965,105.493272 12.630424,105.493263 12.630443,105.488645 12.625969,105.488668;0;0;0;0
id051;C5D;2010;N;12.628185, 105.49608;PEFC CS;2;16,5;RRIV 4;12.63037,105.49437 12.630369,105.494394 12.630176,105.494447 12.629806,105.494484 12.629647,105.494613 12.629422,105.494685 12.629134,105.494752 12.6288,105.494742 12.628522,105.494709 12.628284,105.494744 12.628148,105.494745 12.628006,105.494735 12.627885,105.494756 12.627748,105.494849 12.627517,105.494906 12.627366,105.494922 12.627198,105.494929 12.62708,105.494922 12.627012,105.49499 12.626954,105.495061 12.626885,105.495096 12.626807,105.495099 12.626721,105.495119 12.626641,105.495162 12.626538,105.495165 12.62645,105.495185 12.626377,105.495195 12.626279,105.495205 12.626155,105.495211 12.626075,105.495266 12.625938,105.495326 12.625953,105.49777 12.630433,105.497791 12.630432,105.49437 12.63037,105.49437;0;0;0;0
id052;C5T;2010;N;12.628195, 105.49396;PEFC CS;2;5,43;RRIV 4;12.630432,105.494371 12.630437,105.493347 12.625981,105.493344 12.625968,105.493341 12.625953,105.494381 12.625963,105.494579 12.626096,105.494477 12.626299,105.494432 12.626365,105.494354 12.626453,105.494294 12.626553,105.494282 12.626642,105.494239 12.626745,105.494253 12.626947,105.494238 12.627092,105.49426 12.627187,105.494262 12.627335,105.494292 12.627525,105.494341 12.627718,105.494339 12.627872,105.494313 12.628002,105.494296 12.628103,105.494296 12.628204,105.494301 12.628289,105.494308 12.628303,105.494307 12.628447,105.494301 12.628667,105.494303 12.628764,105.494316 12.628846,105.494346 12.62899,105.494385 12.629144,105.494342 12.629229,105.494372 12.629279,105.494335 12.629291,105.494329 12.629301,105.494323 12.629422,105.494351 12.629525,105.494343 12.629855,105.494328 12.629918,105.494316 12.629933,105.494315 12.629937,105.494315 12.630087,105.494312 12.630153,105.494302 12.63016,105.494302 12.630178,105.494301 12.630184,105.494301 12.630238,105.494337 12.630287,105.49429 12.630375,105.494313 12.630372,105.494371 12.630432,105.494371;0;0;0;0
id053;C6;2010;N;12.628184, 105.500116;PEFC CS;2;24,2;RRIV 4;12.625946,105.49784 12.625967,105.502376 12.630418,105.502393 12.630423,105.497858 12.625946,105.49784;0;0;0;0
id054;C7;2010;N;12.628179, 105.505051;PEFC CS;2;26,5;PB 260;12.625963,105.50245 12.62594,105.507618 12.626014,105.507557 12.62614,105.507581 12.626145,105.507581 12.626268,105.507584 12.626474,105.507596 12.626601,105.50764 12.626735,105.507652 12.626887,105.507645 12.626891,105.507646 12.626911,105.507648 12.62701,105.507634 12.627157,105.507576 12.627242,105.507544 12.627272,105.507485 12.627342,105.507438 12.627439,105.507406 12.627588,105.507394 12.627783,105.507402 12.627797,105.507403 12.627954,105.507423 12.628128,105.507433 12.628281,105.507423 12.628484,105.507433 12.628611,105.507366 12.628765,105.507347 12.62886,105.507294 12.628989,105.507298 12.629154,105.507286 12.62928,105.507231 12.629419,105.507218 12.629555,105.507186 12.629604,105.50715 12.629603,105.507088 12.629608,105.507066 12.62967,105.506981 12.629857,105.506991 12.630152,105.506977 12.630404,105.506978 12.630418,105.502457 12.625963,105.50245;0;0;0;0
id055;C8;2010;N;12.628158, 105.510205;PEFC CS;2;14,7;PB 260;12.630297,105.508865 12.630155,105.508831 12.63001,105.508818 12.629872,105.508862 12.629569,105.508857 12.629282,105.508829 12.629002,105.508769 12.62857,105.508785 12.628234,105.508827 12.62796,105.508819 12.627955,105.508816 12.627749,105.508878 12.627635,105.508905 12.627528,105.508895 12.627343,105.50894 12.627004,105.508981 12.626894,105.508988 12.626816,105.508977 12.626682,105.508971 12.626637,105.508981 12.62641,105.508968 12.626273,105.508954 12.626191,105.508983 12.626101,105.508984 12.626003,105.509024 12.625937,105.509078 12.625941,105.511638 12.630378,105.511642 12.630379,105.508968 12.630297,105.508865;0;0;0;0
id056;C9;2010;N;12.628156, 105.513987;PEFC CS;2;24,2;RRIV 4;12.62593,105.511715 12.62592,105.51626 12.630392,105.516235 12.630368,105.511717 12.62593,105.511715;0;0;0;0
