key_lo;ma_lo;nam_trong;diem_giao_nhan;lat_long;chung_nhan;doi;dien_tich;giong_cao_su;polygon;phien_a;phien_b;phien_c;phien_d
id107;F3D;2009;N;12.614657, 105.48808;PEFC CS;1;8,92;PB 260;12.616879,105.488144 12.616691,105.488301 12.616536,105.488332 12.616307,105.488321 12.616013,105.488222 12.615814,105.48805 12.615582,105.487888 12.615384,105.487722 12.615052,105.487741 12.614655,105.487525 12.614316,105.487361 12.614098,105.487193 12.613838,105.487012 12.613796,105.486865 12.613729,105.486674 12.613631,105.486483 12.613595,105.486321 12.613454,105.486113 12.613375,105.485625 12.613289,105.485232 12.613088,105.485017 12.612969,105.484869 12.612877,105.484675 12.612755,105.484521 12.612638,105.484333 12.612453,105.484123 12.612435,105.488654 12.616875,105.488615 12.616879,105.488144;0;0;0;0
id108;F3T;2009;N;12.615228, 105.486083;PEFC CS;1;8,2;PB 260;12.616908,105.484082 12.613593,105.484121 12.613549,105.484242 12.613575,105.484462 12.613653,105.484532 12.613658,105.484629 12.613657,105.484732 12.61366,105.484811 12.613666,105.484904 12.613744,105.48501 12.613748,105.485022 12.613837,105.485134 12.613963,105.485201 12.614055,105.485293 12.614197,105.485309 12.614348,105.485383 12.614526,105.485623 12.614928,105.486053 12.614995,105.486106 12.615113,105.486128 12.615184,105.486149 12.615284,105.486153 12.615394,105.486207 12.615426,105.486228 12.615483,105.486241 12.615554,105.48629 12.615603,105.486362 12.615634,105.486409 12.61567,105.486468 12.615724,105.486508 12.61577,105.486555 12.615847,105.486624 12.615914,105.486674 12.615973,105.48672 12.61603,105.486791 12.616102,105.48686 12.616138,105.486927 12.61617,105.486998 12.616219,105.487057 12.616254,105.487147 12.616313,105.487167 12.616353,105.487208 12.616385,105.487251 12.616452,105.487353 12.616467,105.48751 12.616544,105.487573 12.616664,105.487691 12.616723,105.487781 12.616879,105.488084 12.616908,105.484082;0;0;0;0
id109;F4;2009;N;12.614651, 105.490972;PEFC CS;1;24,2;RRIV 4;12.612427,105.493269 12.616872,105.49327 12.616875,105.488674 12.612435,105.488708 12.612427,105.493269;0;0;0;0
id110;F5;2010;N;12.614633, 105.49562;PEFC CS;1;24,2;PB 260;12.612423,105.493334 12.612395,105.497906 12.616762,105.497896 12.616872,105.493336 12.612423,105.493334;0;0;0;0
id111;F6D;2010;N;12.614951, 105.501142;PEFC CS;3;13,81;PB 260;12.613135,105.502437 12.616774,105.502413 12.616745,105.499975 12.616726,105.499895 12.616694,105.499847 12.616625,105.499852 12.616544,105.499907 12.616369,105.499952 12.616213,105.499947 12.61606,105.499936 12.615853,105.499967 12.615659,105.499968 12.615503,105.499947 12.615323,105.499948 12.615154,105.49997 12.614994,105.500066 12.614819,105.500223 12.614637,105.500415 12.614491,105.500535 12.614318,105.500623 12.614145,105.500693 12.613951,105.500794 12.613813,105.500866 12.613684,105.500991 12.613622,105.501139 12.613561,105.501285 12.613474,105.501365 12.613336,105.501429 12.613241,105.501496 12.613128,105.501577 12.613135,105.502437;0;0;0;0
id112;F6T;2010;N;12.614536, 105.498577;PEFC CS;3;9,3;PB 260;12.612393,105.497976 12.612317,105.501263 12.612504,105.501218 12.612655,105.501225 12.612769,105.501171 12.612867,105.501071 12.612959,105.500913 12.613094,105.500783 12.613205,105.500649 12.613332,105.500512 12.613484,105.500379 12.613551,105.500304 12.613662,105.500192 12.613804,105.50004 12.613923,105.499872 12.61398,105.499763 12.614076,105.499603 12.614191,105.499496 12.614314,105.499351 12.614424,105.499257 12.614529,105.499192 12.614657,105.499132 12.614864,105.499097 12.615051,105.499106 12.615206,105.499061 12.615313,105.498991 12.615467,105.498971 12.615659,105.498929 12.615794,105.498901 12.615999,105.498891 12.616187,105.498893 12.61635,105.498865 12.616561,105.498825 12.616725,105.498792 12.616754,105.497955 12.612393,105.497976;0;0;0;0
id113;F7;2010;N;12.614546, 105.50632;PEFC CS;3;9,09;GT 1;12.616459,105.505818 12.616134,105.505803 12.615954,105.505738 12.615709,105.505608 12.615461,105.505504 12.615061,105.505383 12.614941,105.505434 12.614937,105.505551 12.61482,105.505606 12.614637,105.505606 12.614493,105.505624 12.614406,105.505676 12.614328,105.505793 12.614244,105.505903 12.614148,105.506001 12.614044,105.506054 12.613946,105.50602 12.613873,105.505903 12.613867,105.504974 12.613801,105.504879 12.613701,105.504791 12.613599,105.504773 12.61346,105.504861 12.613356,105.504969 12.613263,105.505038 12.613181,105.505053 12.613098,105.505044 12.613041,105.505037 12.612976,105.505096 12.612893,105.505114 12.612822,105.505106 12.61273,105.505073 12.612704,105.505005 12.61269,105.504915 12.612685,105.503766 12.612313,105.503576 12.612279,105.507027 12.616791,105.507019 12.616813,105.506068 12.616459,105.505818;0;0;0;0
id114;F8;2010;N;12.61453, 105.509348;PEFC CS;3;24,2;PB 260;12.612272,105.507113 12.612303,105.511609 12.616741,105.511604 12.616787,105.507087 12.612272,105.507113;0;0;0;0
id115;F9D;2010;N;12.613833, 105.51464;PEFC CS;3;6,25;PB 260;12.612367,105.516188 12.6153,105.51621 12.615215,105.516044 12.615131,105.515907 12.614978,105.515751 12.614868,105.515583 12.61477,105.515393 12.614619,105.515261 12.614472,105.515051 12.614307,105.514866 12.614146,105.51454 12.613922,105.514361 12.613692,105.514211 12.613516,105.514061 12.613281,105.513945 12.613133,105.513822 12.613004,105.513727 12.612888,105.513625 12.612786,105.513518 12.612708,105.513417 12.612616,105.513314 12.612491,105.513219 12.612366,105.513071 12.612367,105.516188;0;0;0;0
id116;F9T;2010;N;12.614663, 105.51365;PEFC CS;3;10,6;RRIV 4;12.612574,105.511825 12.612614,105.511897 12.612669,105.511996 12.612731,105.512088 12.6128,105.512171 12.61286,105.512319 12.612955,105.51239 12.613039,105.512449 12.613049,105.512459 12.613096,105.51255 12.613235,105.512592 12.613343,105.512629 12.613419,105.512675 12.613498,105.512769 12.6136,105.512821 12.613666,105.512894 12.613712,105.512995 12.613732,105.513102 12.613794,105.513179 12.613877,105.513227 12.614,105.513274 12.614073,105.513334 12.614191,105.513343 12.614328,105.513324 12.614463,105.513458 12.61456,105.513531 12.614563,105.513534 12.61464,105.513618 12.614649,105.513637 12.614721,105.513725 12.614803,105.513842 12.614863,105.513978 12.614979,105.514066 12.615026,105.514208 12.615099,105.514297 12.615206,105.51434 12.615318,105.514384 12.615401,105.514476 12.615473,105.514573 12.615489,105.514687 12.615569,105.51477 12.615623,105.514872 12.615653,105.514948 12.615671,105.515065 12.615733,105.515112 12.615798,105.515137 12.615856,105.515176 12.61586,105.515247 12.615836,105.515339 12.615874,105.515407 12.615948,105.515433 12.616178,105.515595 12.616345,105.515609 12.616497,105.515582 12.616628,105.515535 12.616752,105.51539 12.616742,105.511691 12.612576,105.511727 12.612574,105.511825;0;0;0;0
id117;G1;2009;N;12.610118, 105.477765;PEFC CS;1;17,8;RRIV 4;12.607923,105.476059 12.607915,105.479482 12.612322,105.479459 12.612317,105.476554 12.612228,105.476505 12.612132,105.476421 12.612038,105.476418 12.611945,105.476379 12.611836,105.476366 12.611766,105.476293 12.611657,105.476251 12.611565,105.476226 12.611383,105.476054 12.609353,105.476048 12.607923,105.476059;0;0;0;0
id118;G10;2010;N;12.610071, 105.51855;PEFC CS;6;24,2;PB 260;12.60785,105.516292 12.607844,105.520818 12.612298,105.520821 12.612277,105.516278 12.60785,105.516292;0;0;0;0
id119;G11;2010;N;12.610067, 105.523148;PEFC CS;6;24,2;PB 260;12.607838,105.520895 12.607847,105.525408 12.612293,105.525393 12.612297,105.520888 12.607838,105.520895;0;0;0;0
id120;G12;2010;N;12.610065, 105.527741;PEFC CS;6;24,2;PB 260;12.607842,105.525498 12.607835,105.530007 12.612263,105.530031 12.612295,105.525451 12.607842,105.525498;0;0;0;0
id121;G13;2011;N;12.61004, 105.532391;PEFC CS;7;24,2;PB 260;12.607825,105.530116 12.607817,105.534666 12.612233,105.534662 12.612263,105.530128 12.607825,105.530116;0;0;0;0
id122;G14;2011;N;12.60999, 105.537015;PEFC CS;7;24,2;PB 260;12.607815,105.534733 12.607748,105.539298 12.612178,105.539272 12.612232,105.534737 12.607815,105.534733;0;0;0;0
id123;G15S;2013;N;12.608047, 105.539701;PEFC CS;7;0,5;RRIV 114;12.623038,105.550108 12.623264,105.549987 12.623386,105.549844 12.623396,105.549611 12.623525,105.549249 12.623545,105.549063 12.623696,105.548722 12.623724,105.548636 12.621797,105.548599 12.621879,105.54877 12.62198,105.549026 12.622109,105.549253 12.622201,105.549719 12.62232,105.55 12.622495,105.550071 12.622639,105.55009 12.622846,105.550011 12.623038,105.550108;0;0;0;0
id124;G15T;2011;N;12.609959, 105.541616;PEFC CS;7;22,51;PB 260;12.607752,105.543873 12.610694,105.543865 12.610738,105.543817 12.61078,105.543684 12.610834,105.543594 12.610882,105.543414 12.611007,105.543289 12.61113,105.543245 12.611178,105.543157 12.611163,105.543016 12.611161,105.542898 12.61122,105.542546 12.611322,105.542472 12.611341,105.542351 12.611351,105.54226 12.611393,105.54213 12.611369,105.542048 12.611366,105.541871 12.611518,105.541682 12.611589,105.541671 12.611655,105.541698 12.611743,105.541678 12.611807,105.541701 12.61189,105.541752 12.611949,105.54186 12.612016,105.541983 12.612031,105.541996 12.612083,105.542117 12.612074,105.542234 12.61202,105.542309 12.611991,105.542402 12.612009,105.54251 12.612007,105.542609 12.611936,105.542693 12.611905,105.542783 12.611906,105.542871 12.611851,105.542974 12.611716,105.543138 12.611609,105.543215 12.611547,105.543306 12.611514,105.5434 12.611547,105.543464 12.611585,105.543565 12.611613,105.543662 12.611637,105.543781 12.611618,105.54389 12.612185,105.543887 12.612179,105.539342 12.60836,105.539358 12.608363,105.540039 12.607733,105.540046 12.607752,105.543873;0;0;0;0
id125;G16;2011;N;12.609247, 105.546229;PEFC CS;7;20,33;PB 260;12.610716,105.548524 12.610762,105.548391 12.610718,105.548256 12.610669,105.548065 12.610591,105.547933 12.610488,105.547754 12.610455,105.547567 12.610436,105.547335 12.610384,105.547123 12.610379,105.546987 12.610339,105.54667 12.610286,105.546441 12.610241,105.546241 12.610278,105.54613 12.610335,105.546014 12.610358,105.545912 12.610333,105.545782 12.610365,105.545669 12.610406,105.545542 12.610402,105.545438 12.610375,105.545338 12.610355,105.545236 12.610311,105.545088 12.610274,105.544999 12.610221,105.54488 12.610214,105.544751 12.610248,105.544675 12.610311,105.544599 12.610379,105.544536 12.610437,105.54447 12.610525,105.544373 12.610522,105.544208 12.61055,105.544108 12.610605,105.544005 12.610644,105.543934 12.607753,105.543935 12.607732,105.548504 12.610716,105.548524;0;0;0;0
id126;G17;2011;N;12.609379, 105.550833;PEFC CS;8;19,35;GT 1;12.611447,105.548485 12.612172,105.54848 12.612188,105.543941 12.61162,105.543939 12.611476,105.543946 12.61129,105.543967 12.611195,105.54407 12.611183,105.544215 12.611183,105.544235 12.611155,105.544315 12.611155,105.544324 12.611172,105.54448 12.611168,105.544664 12.61116,105.544676 12.611125,105.544833 12.611166,105.544945 12.611166,105.544965 12.61113,105.545035 12.611114,105.545121 12.611155,105.545304 12.611143,105.545435 12.611159,105.54558 12.611193,105.545763 12.611209,105.545961 12.611115,105.546065 12.611157,105.546187 12.611169,105.546467 12.611165,105.546685 12.611155,105.546883 12.611139,105.547056 12.611211,105.547178 12.611285,105.54736 12.61128,105.547587 12.611292,105.547703 12.611328,105.54781 12.611354,105.548018 12.611405,105.548268 12.611447,105.548485;0;0;0;0
id127;G18;2011;N;12.609265, 105.555428;PEFC CS;8;16,3;PB 260;12.603125,105.55767 12.603133,105.553122 12.602755,105.553119 12.602694,105.553158 12.602689,105.553162 12.602636,105.553183 12.602561,105.553244 12.602563,105.553305 12.602632,105.553331 12.602665,105.553394 12.602706,105.553548 12.602751,105.553602 12.602706,105.55368 12.602701,105.553705 12.602696,105.553717 12.602697,105.553722 12.60266,105.553831 12.602683,105.553897 12.602692,105.553905 12.602695,105.553911 12.602773,105.553992 12.602753,105.554138 12.602733,105.554236 12.602713,105.554313 12.602712,105.554327 12.602697,105.554393 12.60269,105.554416 12.602659,105.554508 12.602643,105.554616 12.602669,105.554743 12.602672,105.554751 12.602708,105.554813 12.602762,105.554963 12.602772,105.554974 12.602808,105.555103 12.602811,105.555109 12.602833,105.555205 12.602834,105.55522 12.602833,105.555341 12.602807,105.55542 12.602758,105.555529 12.602753,105.555549 12.602714,105.555628 12.602708,105.55564 12.602663,105.555744 12.602677,105.555844 12.602693,105.555956 12.602725,105.55611 12.602725,105.556113 12.602741,105.556276 12.602746,105.556292 12.602729,105.556391 12.602734,105.556479 12.602735,105.556502 12.602738,105.556597 12.602718,105.556731 12.602676,105.556785 12.602637,105.556837 12.602616,105.556931 12.602623,105.557057 12.602621,105.557194 12.602593,105.557291 12.602573,105.557385 12.602573,105.557497 12.602573,105.557581 12.602606,105.557668 12.603125,105.55767;0;0;0;0
id128;G2;2009;N;12.610184, 105.482583;PEFC CS;1;19,5;PB 260;12.612442,105.484047 12.612403,105.482636 12.612329,105.48232 12.612261,105.481977 12.6122,105.481835 12.6122,105.481822 12.612076,105.481805 12.611908,105.481731 12.611827,105.481585 12.611581,105.48158 12.611505,105.48149 12.611369,105.481401 12.611178,105.481356 12.611079,105.48135 12.610945,105.48131 12.610753,105.48129 12.610553,105.481247 12.610389,105.481237 12.61019,105.481223 12.610181,105.481224 12.610165,105.481228 12.609939,105.481211 12.609811,105.481276 12.609694,105.481434 12.609552,105.481446 12.609351,105.481448 12.609059,105.481379 12.608768,105.481275 12.608603,105.481214 12.608411,105.481179 12.608221,105.481152 12.608056,105.481134 12.607927,105.48112 12.607925,105.483991 12.612442,105.484047;0;0;0;0
id129;G3;2009;Y;12.610155, 105.48636;PEFC CS;1;24,2;PB 260;12.607928,105.484068 12.607918,105.48862 12.612368,105.488653 12.612392,105.484132 12.607928,105.484068;F4,F5,G1,G2,G3,G4,G5,H1,H2,H2D,H3,H3D,H4T,H4S,H5,H6T,H6S,I3,I4,I5,J4;G1,G2,G3,H1,H2;H3,H4T,G4,F4;F5,G5,G6
id130;G4;2009;N;12.610132, 105.490976;PEFC CS;1;24,2;PB 260;12.607911,105.488687 12.607897,105.493247 12.612352,105.493265 12.612367,105.488707 12.607911,105.488687;0;0;0;0
id131;G5;2010;N;12.610102, 105.495616;PEFC CS;1;24,2;PB 260;12.607874,105.493324 12.607859,105.49786 12.61232,105.497908 12.612346,105.493328 12.607874,105.493324;0;0;0;0
id132;G6;2010;N;12.610084, 105.499711;PEFC CS;1;17;RRIV 4;12.607854,105.497949 12.607845,105.500944 12.607889,105.500969 12.607934,105.500968 12.607979,105.500932 12.608025,105.500975 12.608012,105.501036 12.608001,105.50108 12.608031,105.501145 12.608108,105.501129 12.608227,105.501051 12.608418,105.500994 12.608562,105.500985 12.608669,105.501002 12.608764,105.50103 12.608917,105.501003 12.609119,105.500975 12.609279,105.50098 12.609415,105.50102 12.609621,105.501089 12.609756,105.501097 12.609888,105.501111 12.609901,105.501112 12.61004,105.501131 12.6102,105.501174 12.610331,105.501236 12.610453,105.501228 12.610511,105.501248 12.610555,105.501276 12.610616,105.501292 12.610703,105.501308 12.61079,105.501325 12.61088,105.501374 12.611018,105.501408 12.611133,105.501416 12.611217,105.501363 12.611227,105.501364 12.611334,105.501383 12.61144,105.501435 12.611513,105.501467 12.611629,105.501473 12.611701,105.50146 12.611801,105.50143 12.611885,105.501359 12.611944,105.501343 12.612045,105.501362 12.612143,105.501353 12.612238,105.501241 12.612323,105.497977 12.607854,105.497949;0;0;0;0
id133;G7;2010;N;12.610321, 105.504737;PEFC CS;3;18,2;PB 260;12.608434,105.504665 12.608434,105.504814 12.608458,105.504901 12.608484,105.505085 12.608529,105.505291 12.608583,105.50543 12.608622,105.505565 12.608678,105.505673 12.608735,105.505822 12.608799,105.506023 12.608879,105.50623 12.608946,105.506371 12.60902,105.506537 12.609074,105.506648 12.609138,105.506783 12.609213,105.506896 12.609323,105.507006 12.612195,105.507026 12.612226,105.503523 12.612003,105.503387 12.611841,105.503306 12.611562,105.503213 12.611391,105.503134 12.611097,105.503016 12.61084,105.502951 12.610574,105.502874 12.610311,105.502813 12.61007,105.502711 12.609913,105.50259 12.609809,105.502474 12.609624,105.502466 12.60942,105.502449 12.609174,105.502459 12.608947,105.502481 12.608688,105.502479 12.608417,105.502523 12.608434,105.504665;0;0;0;0
id134;G8;2010;Y;12.609511, 105.509254;PEFC CS;3;11,1;RRIV 4;12.607868,105.511581 12.611154,105.511585 12.611006,105.511369 12.610862,105.511091 12.610649,105.510891 12.610558,105.510678 12.61035,105.510452 12.610155,105.510122 12.610052,105.509875 12.609974,105.509699 12.609961,105.509564 12.609964,105.509433 12.609957,105.509238 12.609929,105.509092 12.609689,105.508766 12.609476,105.508532 12.60931,105.508218 12.609219,105.508033 12.609062,105.50782 12.608981,105.507587 12.608936,105.507425 12.608814,105.507122 12.608626,105.507003 12.608433,105.506923 12.608105,105.507049 12.607877,105.507041 12.607868,105.511581;E6,E7,E8,E9,F6D,F6T,F7,F8,F9D,F9T,G7,G8,G9,H8,H9;E6,E7,E8,F6D,F6T;D9,E9,F9D,F9T,F8;F7,G7,G8,G9
id135;G8B;2010;N;12.610797, 105.509326;PEFC CS;3;8,34;RRIV 106;12.609535,105.507298 12.609612,105.507469 12.609732,105.507653 12.609853,105.507897 12.609913,105.508045 12.609913,105.508206 12.609943,105.508285 12.610025,105.508371 12.610118,105.508445 12.610244,105.508667 12.610368,105.508909 12.610451,105.50909 12.610464,105.509256 12.610539,105.50937 12.610727,105.509568 12.610876,105.50984 12.611046,105.510083 12.611227,105.510229 12.611384,105.510398 12.611535,105.510682 12.611615,105.510857 12.611785,105.511036 12.611906,105.511178 12.611957,105.511378 12.612025,105.511497 12.612098,105.511582 12.61225,105.511591 12.612192,105.507111 12.609344,105.507061 12.609535,105.507298;0;0;0;0
id136;G9;2010;Y;12.61007, 105.513951;PEFC CS;3;23,22;RRIV 4;12.612282,105.516194 12.612295,105.513015 12.612257,105.512923 12.612131,105.5128 12.611997,105.512666 12.611771,105.512563 12.611598,105.512442 12.611512,105.512242 12.611512,105.512102 12.611444,105.511945 12.611401,105.51179 12.611317,105.511684 12.607859,105.511708 12.607845,105.516217 12.612282,105.516194;0;0;0;0
id137;H1;2009;N;12.606685, 105.477755;PEFC CS;1;5,3;PB 260;12.607737,105.476109 12.60762,105.47618 12.607467,105.476312 12.607291,105.476482 12.607176,105.476615 12.607133,105.476715 12.607069,105.476864 12.607043,105.477009 12.607007,105.47715 12.606989,105.47727 12.606974,105.477399 12.606935,105.477521 12.606876,105.477601 12.606773,105.477673 12.606768,105.477673 12.6066,105.477778 12.6066,105.477781 12.606539,105.477884 12.606522,105.477998 12.606384,105.47804 12.606226,105.478136 12.606219,105.478136 12.606039,105.478217 12.60597,105.478271 12.605886,105.478366 12.605814,105.478471 12.605812,105.478602 12.605808,105.47868 12.605816,105.478848 12.605797,105.478958 12.6058,105.479105 12.605749,105.479171 12.605656,105.479271 12.605555,105.479363 12.605511,105.479446 12.607842,105.479445 12.607859,105.476064 12.607737,105.476109;0;0;0;0
id138;H10;2010;N;12.605541, 105.518583;PEFC CS;6;23,83;RRIV 4;12.603328,105.516338 12.603319,105.520322 12.603389,105.520305 12.603472,105.520317 12.603568,105.520409 12.60368,105.520501 12.603785,105.520624 12.60387,105.520732 12.603949,105.520757 12.604004,105.520788 12.604146,105.520737 12.60428,105.520743 12.604432,105.520749 12.604593,105.520859 12.607763,105.520823 12.607743,105.516307 12.603328,105.516338;0;0;0;0
id139;H11;2010;Y;12.605554, 105.524477;PEFC CS;6;22,5;RRIV 4;12.604505,105.521036 12.604503,105.521127 12.604543,105.521252 12.604617,105.521294 12.604653,105.521393 12.604721,105.521483 12.604728,105.521508 12.604728,105.521517 12.604704,105.521673 12.604702,105.521759 12.604702,105.521775 12.60475,105.521902 12.604753,105.521928 12.604756,105.521937 12.604821,105.522068 12.60494,105.522145 12.605076,105.522194 12.605187,105.522252 12.605263,105.522342 12.605349,105.522458 12.605424,105.52248 12.605379,105.522658 12.605471,105.522747 12.605606,105.522864 12.605612,105.522989 12.605633,105.523187 12.605669,105.523367 12.605695,105.523551 12.605645,105.523625 12.605585,105.523603 12.605536,105.52348 12.605536,105.523467 12.605478,105.523229 12.605356,105.523148 12.605206,105.523028 12.605203,105.523019 12.605129,105.522886 12.605036,105.522697 12.604837,105.522583 12.604754,105.522438 12.604578,105.522396 12.604379,105.522138 12.604309,105.521864 12.60426,105.52177 12.604212,105.521601 12.604075,105.521502 12.603942,105.521334 12.603837,105.521237 12.603755,105.521109 12.60362,105.521013 12.603474,105.520971 12.603339,105.520982 12.603326,105.525438 12.607781,105.525421 12.607762,105.520903 12.604549,105.520943 12.604505,105.521036;F10,G10,G11,G12,H10,H11,H12,I10,I11,I12,J13,J14;F10,G10,H10;G11,H11,I11;G12,H12,J14
id140;H12;2010;N;12.605552, 105.527767;PEFC CS;6;22,85;PB 260;12.603339,105.525515 12.603326,105.530028 12.607753,105.530014 12.607779,105.525505 12.607331,105.525505 12.607331,105.525505 12.607331,105.525505 12.607331,105.525505 12.607331,105.525505 12.603339,105.525515;0;0;0;0
id141;H13S;2012;N;12.607578, 105.532396;PEFC CS;7;1,3;PB 260;12.598507,105.526502 12.598707,105.526478 12.598716,105.52552 12.594268,105.525501 12.594275,105.525709 12.594399,105.525676 12.594582,105.525689 12.594796,105.525719 12.594929,105.52577 12.595126,105.525784 12.595279,105.525802 12.595377,105.525856 12.595484,105.525883 12.595615,105.52586 12.595804,105.525823 12.596041,105.525887 12.59605,105.525887 12.596314,105.525964 12.596456,105.525927 12.596608,105.525925 12.596785,105.525847 12.596956,105.525858 12.597119,105.525835 12.597215,105.525867 12.597315,105.525893 12.597417,105.525949 12.597509,105.526024 12.597603,105.526114 12.597732,105.526147 12.597841,105.526194 12.597927,105.526258 12.598011,105.526329 12.59812,105.526407 12.598226,105.526411 12.598309,105.526419 12.598374,105.526423 12.598451,105.526467 12.598507,105.526502;0;0;0;0
id142;H13;2011;Y;12.605372, 105.532396;PEFC CS;7;22,9;PB 260;12.603324,105.530137 12.603284,105.534658 12.607416,105.534664 12.607416,105.534664 12.60746,105.530129 12.60746,105.530129 12.603324,105.530137;G13Ð,G14Ð,G14T,G13T,G15Ð,G15T,G16Ð,G16T;G16T,G15Ð,G15T,H13Ð,H13T,H14Ð,H14T,H15T;H15Ð,H15T,I-13Ð,I-13T,I-14Ð,I-14T,I-15Ð,I-15T;I-13Ð,J15Ð,J15T,K13Ð,K13T,K14Ð,K14T
id143;H14;2011;N;12.605481, 105.537015;PEFC CS;7;24,2;PB 260;12.603287,105.534742 12.603248,105.539248 12.607443,105.539293 12.607683,105.539294 12.607715,105.534735 12.60746,105.534735 12.603287,105.534742;0;0;0;0
id144;H15;2011;N;12.605447, 105.541608;PEFC CS;7;24,2;RRIV 124;12.603239,105.539347 12.603212,105.54386 12.607673,105.543869 12.607682,105.539356 12.603239,105.539347;0;0;0;0
id145;H16;2011;N;12.605434, 105.54622;PEFC CS;8;24,2;GT 1;12.60322,105.543938 12.603195,105.548436 12.607663,105.548508 12.607673,105.543932 12.60322,105.543938;0;0;0;0
id146;H17;2011;N;12.605437, 105.550817;PEFC CS;8;24,2;PB 260;12.603199,105.548543 12.603202,105.553066 12.607676,105.553092 12.607663,105.548563 12.603199,105.548543;0;0;0;0
id147;H18;2011;N;12.605429, 105.555406;PEFC CS;8;24,2;RRIV 124;12.603202,105.553134 12.603183,105.55767 12.607671,105.557678 12.607675,105.553161 12.603202,105.553134;0;0;0;0
id148;H2;2010;N;12.604534, 105.483567;PEFC CS;1;1,37;PB 260;12.605435,105.483151 12.605279,105.483195 12.605132,105.483218 12.604913,105.483237 12.604796,105.483254 12.604621,105.483265 12.604438,105.483252 12.604291,105.483281 12.60415,105.483288 12.603825,105.483294 12.603825,105.483294 12.603756,105.483403 12.603756,105.483403 12.603659,105.483499 12.603593,105.48362 12.603547,105.483763 12.603591,105.483855 12.603678,105.483888 12.603764,105.48397 12.605354,105.483983 12.605225,105.483832 12.605169,105.483689 12.6052,105.483497 12.605521,105.483225 12.605435,105.483151;0;0;0;0
id149;H2D;2009;N;12.605849, 105.482288;PEFC CS;1;10,6;PB 260;12.603825,105.483294 12.60415,105.483288 12.604291,105.483281 12.604438,105.483252 12.604621,105.483265 12.604796,105.483254 12.604913,105.483237 12.605132,105.483218 12.605279,105.483195 12.605435,105.483151 12.605521,105.483225 12.605603,105.483345 12.605729,105.483469 12.60576,105.483574 12.605766,105.483775 12.60576,105.483861 12.605774,105.48401 12.607867,105.483991 12.607874,105.481043 12.606943,105.48088 12.606953,105.480746 12.606914,105.480697 12.606833,105.480626 12.606674,105.48061 12.606668,105.480888 12.606396,105.480861 12.60636,105.480616 12.606119,105.480776 12.606097,105.480566 12.605932,105.480593 12.605707,105.480722 12.605554,105.480881 12.605352,105.481026 12.605188,105.481044 12.605153,105.481156 12.605134,105.481319 12.605116,105.481498 12.605082,105.481715 12.605078,105.48187 12.604977,105.481914 12.60489,105.482035 12.604807,105.482193 12.604569,105.482293 12.604553,105.482301 12.604347,105.482424 12.604295,105.48254 12.604224,105.482687 12.604114,105.482792 12.603982,105.482859 12.603924,105.482952 12.603916,105.482961 12.603875,105.483036 12.603862,105.483182 12.603825,105.483294;0;0;0;0
id150;H2T;2009;N;12.606629, 105.479584;PEFC CS;1;2,03;PB 260;12.605459,105.479499 12.605426,105.479726 12.605416,105.479962 12.605416,105.480168 12.605413,105.480285 12.605473,105.480336 12.605569,105.480312 12.605642,105.480267 12.605718,105.480229 12.605834,105.480243 12.605845,105.480242 12.605961,105.480263 12.606033,105.48021 12.606137,105.480175 12.606242,105.480121 12.606386,105.480171 12.606475,105.48019 12.606541,105.480148 12.606577,105.480064 12.606587,105.479953 12.606596,105.479873 12.606562,105.479788 12.606519,105.479711 12.606559,105.479633 12.606636,105.479663 12.6067,105.479701 12.606722,105.47985 12.606726,105.479931 12.606718,105.480016 12.606733,105.480081 12.606737,105.480174 12.606831,105.480186 12.606915,105.480099 12.607033,105.480043 12.60718,105.480029 12.607291,105.480027 12.607436,105.480105 12.60749,105.48016 12.607591,105.480199 12.607633,105.480276 12.607714,105.480269 12.607774,105.480174 12.607834,105.480108 12.607845,105.479519 12.605459,105.479499;0;0;0;0
id151;H3;2010;N;12.603723, 105.486341;PEFC CS;1;4,04;PB 260;12.603409,105.484019 12.60338,105.488664 12.604067,105.488657 12.604067,105.484965 12.604061,105.484962 12.604034,105.484827 12.603971,105.484703 12.603965,105.484698 12.60385,105.484572 12.603804,105.484451 12.603647,105.484368 12.603567,105.484228 12.603533,105.484135 12.603508,105.484033 12.603488,105.484019 12.603409,105.484019;0;0;0;0
id152;H3D;2009;N;12.60537, 105.486809;PEFC CS;1;8,7;PB 260;12.604067,105.488657 12.606679,105.488629 12.606668,105.488529 12.606643,105.488452 12.606587,105.488416 12.60657,105.48834 12.606571,105.488306 12.606572,105.488185 12.606577,105.488067 12.606525,105.487933 12.606461,105.487845 12.606399,105.487729 12.606334,105.487633 12.606223,105.487519 12.606139,105.487428 12.60605,105.487347 12.605981,105.487298 12.605924,105.487197 12.605869,105.487056 12.605766,105.486954 12.605667,105.486873 12.605578,105.48678 12.605493,105.486717 12.60544,105.486576 12.605419,105.486484 12.605331,105.486436 12.605212,105.486374 12.605079,105.486278 12.604965,105.486201 12.604858,105.486171 12.604799,105.486022 12.604746,105.485889 12.604747,105.485852 12.604684,105.485688 12.604611,105.485526 12.604463,105.485414 12.604308,105.485244 12.604189,105.485018 12.604061,105.484962 12.604067,105.484965 12.604067,105.488657;0;0;0;0
